route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
28,28-Weekday-1-21FAL-1111100,2729989,Fairway Station,1,309899,280008,1,1
28,28-Weekday-1-21FAL-1111100,2729990,Fairway Station,1,309900,280008,1,1
28,28-Weekday-1-21FAL-1111100,2729991,Fairway Station,1,309898,280008,1,1
28,28-Weekday-1-21FAL-1111100,2729992,Fairway Station,1,309901,280008,1,1
28,28-Weekday-1-21FAL-1111100,2729993,Fairway Station,1,309901,280008,1,1
28,28-Weekday-1-21FAL-1111100,2729994,Stanley Park,0,309901,280007,1,1
28,28-Weekday-1-21FAL-1111100,2729995,Fairway Station,1,309901,280008,1,1
29,29-Saturday-1-21FAL-0000010,2734357,Out of Service,0,305132,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734358,Out of Service,0,305135,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734359,Out of Service,0,305136,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734360,Out of Service,0,305133,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734361,Out of Service,0,305131,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734362,Out of Service,0,305134,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734363,Out of Service,0,305159,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734364,Out of Service,0,305160,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734365,Out of Service,0,305177,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734366,Out of Service,0,305132,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734367,Out of Service,0,305135,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734368,Out of Service,0,305136,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734369,Out of Service,0,305133,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734370,Out of Service,0,305131,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734371,Out of Service,0,305134,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734372,Out of Service,0,305159,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734373,Out of Service,0,305160,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734374,Out of Service,0,305177,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734375,Out of Service,0,305132,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734376,Out of Service,0,305135,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734377,Out of Service,0,305136,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734378,Out of Service,0,305133,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734379,Out of Service,0,305131,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734380,Out of Service,0,305134,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734381,Out of Service,0,305159,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734382,Out of Service,0,305160,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734383,Out of Service,0,305177,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734384,Out of Service,0,305132,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734385,Out of Service,0,305135,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734386,Out of Service,0,305131,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734387,Out of Service,0,305133,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734388,Out of Service,0,305159,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734389,Out of Service,0,305134,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734390,Out of Service,0,305177,290014,1,1
29,29-Saturday-1-21FAL-0000010,2734391,Out of Service,0,305193,290014,1,1
